Add a chapter,Tambahkan satu bab
Add a course to the batch,Tambahkan kursus ke batch
Add a keyword and press enter,Tambahkan kata kunci dan tekan enter
Add a lesson,Tambahkan pelajaran
Add a program,Tambahkan program
Add a programming exercise to your lesson,Tambahkan latihan pemrograman ke pelajaran Anda
Add a quiz to your lesson,Tambahkan kuis ke pelajaran Anda
Add an assessment,Tambahkan penilaian
Add an assignment to your lesson,Tambahkan tugas ke pelajaran Anda
Add courses to your batch,Tambahkan kursus ke kelompok Anda
Add new question,Tambahkan pertanyaan baru
Add quiz to this video,Tambahkan kuis ke video ini
Add students to your batch,Tambahkan siswa ke kelompok Anda
Add to Notes,Tambahkan ke Catatan
Add web page to sidebar,Tambahkan halaman web ke sidebar
Add your first chapter,Tambahkan bab pertama Anda
Add your first lesson,Tambahkan pelajaran pertama Anda
Address,Alamat
Address Line 1,Jalur Alamat 1
Address Line 2,Jalur Alamat 2
Admin,Admin
Administrator,Administrator
All,Semua
All Batches,Semua Batch
All Courses,Semua Kursus
All Programs,Semua Program
All questions should have the same marks if the limit is set.,Semua pertanyaan harus memiliki nilai yang sama jika batasannya ditentukan.
Allow Guest Access,Izinkan Akses Tamu
Allow Job Posting,Izinkan Postingan Pekerjaan
Allow Self Enrollment,Izinkan Pendaftaran Mandiri
Allow accessing future dates,Izinkan mengakses tanggal yang akan datang
Allow this coupon to be used for discounts.,Izinkan kupon ini digunakan untuk diskon.
Allow users to enroll in this batch on their own.,Izinkan pengguna untuk mendaftar sendiri dalam kelompok ini.
Allow users to enroll in this course on their own.,Izinkan pengguna untuk mendaftar sendiri dalam kursus ini.
Allow users to view their past quiz attempts.,Izinkan pengguna melihat upaya kuis mereka sebelumnya.
Already Registered,Sudah Terdaftar
Amber,Amber
Amount,Jumlah
Amount (USD),Jumlah (USD)
Amount and currency are required for paid batches.,Jumlah dan mata uang diperlukan untuk batch berbayar.
Amount and currency are required for paid certificates.,Jumlah dan mata uang diperlukan untuk sertifikat berbayar.
Amount and currency are required for paid courses.,Jumlah dan mata uang diperlukan untuk kursus berbayar.
Amount with GST,Jumlah dengan GST
Announcement,Pengumuman
Announcement has been sent successfully,Pengumuman telah berhasil dikirim
Announcement is required,Pengumuman diperlukan
Announcements,Pengumuman
Answer,Menjawab
Applicable For,Berlaku Untuk
Applicable Items,Item yang Berlaku
Application,Aplikasi
Application Form Link,Tautan Formulir Aplikasi
Applications,Aplikasi
Applied On,Diterapkan Pada
Apply,Menerapkan
Apply GST for India,Terapkan GST untuk India
Apply Rounding on Equivalent,Terapkan Pembulatan pada Setara
Apply for this job,Lamar pekerjaan ini
Approved,Disetujui
Apps,Aplikasi
Archived,Diarsipkan
Are you sure you want to cancel this evaluation? This action cannot be undone.,Apakah Anda yakin ingin membatalkan evaluasi ini? Tindakan ini tidak dapat dibatalkan.
Are you sure you want to delete this program? This action cannot be undone.,Apakah Anda yakin ingin menghapus program ini? Tindakan ini tidak dapat dibatalkan.
Are you sure you want to enroll?,Apakah Anda yakin ingin mendaftar?
Are you sure you want to login to your Frappe Cloud dashboard?,Apakah Anda yakin ingin masuk ke dasbor GARP Cloud Anda?
Are you sure you want to submit the quiz?,Apakah Anda yakin ingin mengirimkan kuis ini?
As a part of this batch's curriculum you will have to complete the following courses and assessments.,Sebagai bagian dari kurikulum angkatan ini Anda harus menyelesaikan kursus dan penilaian berikut.
Ask a question to get help from the community.,Ajukan pertanyaan untuk mendapatkan bantuan dari komunitas.
Assessment,Penilaian
Assessment Name,Nama Penilaian
Assessment Type,Jenis Penilaian
Assessment added successfully,Penilaian berhasil ditambahkan
Assessments,Penilaian
Assign,Menetapkan
Assign For,Tetapkan Untuk
Assign To,Tugaskan Kepada
Assign a Badge,Tetapkan Lencana
Assigned For,Ditugaskan Untuk
Assignment,Penugasan
Assignment Attachment,Lampiran Tugas
Assignment Progress,Kemajuan Penugasan
Assignment Question,Pertanyaan Tugas
Assignment Submission,Penyerahan Tugas
Assignment Submissions,Penyerahan Tugas
Assignment Title,Judul Tugas
Assignment created successfully,Tugas berhasil dibuat
Assignment submitted successfully,Tugas berhasil dikirimkan
Assignment updated successfully,Tugas berhasil diperbarui
Assignment will appear at the bottom of the lesson.,Tugas akan muncul di bagian bawah pelajaran.
Assignments,Tugas
At least one applicable item is required,Setidaknya satu item yang berlaku diperlukan
At least one option must be correct for this question.,Setidaknya satu opsi harus benar untuk pertanyaan ini.
At least one test case is required for the programming exercise.,Setidaknya satu kasus uji diperlukan untuk latihan pemrograman.
Attempted Questions,Pertanyaan yang Dicoba
Attended for,Dihadiri untuk
Attendees,Peserta
Attire Preference,Preferensi Pakaian
Authorize Google Calendar Access,Otorisasi Akses Google Kalender
Auto Recording,Perekaman Otomatis
Availability updated successfully,Ketersediaan berhasil diperbarui
Available Slots,Slot yang Tersedia
Average Completion Rate,Tingkat Penyelesaian Rata-rata
Average Feedback Received,Umpan Balik Rata-Rata yang Diterima
Average Progress %,Rata-rata Kemajuan %
Average Rating,Peringkat Rata-Rata
Average Watch Time (mins),Waktu Tonton Rata-rata (menit)
Back to Course,Kembali ke Kursus
Badge,Lencana
Badge Description,Deskripsi Lencana
Badge Image,Gambar Lencana
Badge assigned successfully,Lencana berhasil ditetapkan
Badge assignment created successfully,Penetapan lencana berhasil dibuat
Badge assignment updated successfully,Penetapan lencana berhasil diperbarui
Badge assignments deleted successfully,Penetapan lencana berhasil dihapus
Badge created successfully,Lencana berhasil dibuat
Badge updated successfully,Lencana berhasil diperbarui
Batch,Batch
Batch Confirmation Template,Templat Konfirmasi Batch
Batch Course,Kursus Batch
Batch Details,Detail Batch
Batch Details Raw,Detail Batch Mentah
Batch End Date,Tanggal Berakhir Batch
Batch Enrollment,Pendaftaran Batch
Batch Enrollment Confirmation,Konfirmasi Pendaftaran Batch
Batch Evaluator,Penilai Batch
Batch Name,Nama Kelompok
Batch Settings,Pengaturan Kelompok
Batch Start Date,Tanggal Mulai Batch
Batch Start Date:,Tanggal Mulai Batch:
Batch Summary,Ringkasan Kelompok
Batch Title,Judul Kelompok
Batch created successfully,Batch berhasil dibuat
Batch deleted successfully,Batch berhasil dihapus
Batch end date cannot be before the batch start date,Tanggal akhir batch tidak boleh sebelum tanggal mulai batch
Batch has already started.,Batch sudah dimulai.
Batch is sold out.,Batch sudah habis terjual.
Batch start time cannot be greater than or equal to end time.,Waktu mulai batch tidak boleh lebih besar atau sama dengan waktu berakhir.
Batch updated successfully,Batch berhasil diperbarui
Batch:,Kelompok:
Batches,kumpulan
Best Regards,Salam
Billing Details,Detail Penagihan
Billing Name,Nama Penagihan
Bio,Biografi
Blue,Biru
Body,Tubuh
Book a free onboarding session with the Frappe team,Pesan sesi orientasi gratis dengan tim GARP
Both Individual and Team Work,Baik Individu maupun Kerja Tim
Branch,Cabang
"Build and manage courses, chapters, and lessons","Bangun dan kelola kursus, bab, dan pelajaran"
Business Owner,Pemilik Bisnis
Buy this course,Beli kursus ini
By,Oleh
CGPA/4,CGPA/4
Cancel,Batalkan
Cancelled,Dibatalkan
Career Preference Details,Detail Preferensi Karir
Casual Wear,Pakaian Santai
Category,Kategori
Category Name,Nama Kategori
Category added successfully,Kategori berhasil ditambahkan
Category created successfully,Kategori berhasil dibuat
Category deleted successfully,Kategori berhasil dihapus
Category updated successfully,Kategori berhasil diperbarui
Certificate,Sertifikat
Certificate Email Template,Templat Email Sertifikat
Certificate Link,Tautan Sertifikat
Certificate of Completion,Sertifikat Penyelesaian
Certificate saved successfully,Sertifikat berhasil disimpan
Certificates,Sertifikat
Certificates generated successfully,Sertifikat berhasil dibuat
Certification,Sertifikasi
Certification Details,Detail Sertifikasi
Certification Name,Nama Sertifikasi
Certification cannot be issued as the member has not completed the course.,Sertifikasi tidak dapat diterbitkan karena anggota belum menyelesaikan kursus.
Certification cannot be issued as the member is not enrolled in this batch.,Sertifikasi tidak dapat diterbitkan karena anggota tidak terdaftar dalam angkatan ini.
Certification cannot be issued as the member is not enrolled in this course.,Sertifikasi tidak dapat diterbitkan karena anggota tidak terdaftar dalam kursus ini.
Certification is not enabled for this course.,Sertifikasi tidak diaktifkan untuk kursus ini.
Certifications,Sertifikasi
Certified,Bersertifikat
Certified Members,Anggota Bersertifikat
Certified Participants,Peserta Bersertifikat
Change,Perubahan
Changes saved successfully,Perubahan berhasil disimpan
Chapter,Bab
Chapter Reference,Referensi Bab
Chapter added successfully,Bab berhasil ditambahkan
Chapter deleted successfully,Bab berhasil dihapus
Chapter moved successfully,Bab berhasil dipindahkan
Chapter updated successfully,Bab berhasil diperbarui
Chapters,bab
Charge a fee for batch enrollment.,Membebankan biaya untuk pendaftaran batch.
Charge a fee for course access.,Membebankan biaya untuk akses kursus.
Charge a fee for the certificate.,Membebankan biaya untuk sertifikat.
Check,Memeriksa
Check All Submissions,Periksa Semua Kiriman
Check Discussion,Periksa Diskusi
Check Submission,Periksa Penyerahan
Check Submissions,Periksa Kiriman
Checkout Courses,Kursus Pembayaran
Checkout the batch,Periksa kumpulannya
Checkout the course,Lihat kursusnya
Choices,Pilihan
Choose all answers that apply,Pilih semua jawaban yang sesuai
Choose an existing question,Pilih pertanyaan yang ada
Choose an icon,Pilih ikon
Choose one answer,Pilih satu jawaban
City,Kota
Class:,Kelas:
Clear,Bersih
Clearly Defined Role,Peran yang Didefinisikan dengan Jelas
Click here,klik disini
Client ID,ID Klien
Client Secret,Rahasia Klien
Close,Tutup
Closed,Tertutup
Cloud,Awan
Code,Kode
Collaboration Preference,Preferensi Kolaborasi
Collapse,Jatuh
College Name,Nama Perguruan Tinggi
Color,Warna
Comma separated keywords,Kata kunci yang dipisahkan koma
Comma separated keywords for SEO,Kata kunci yang dipisahkan koma untuk SEO
Comments,Komentar
Comments by Evaluator,Komentar oleh Evaluator
Common keywords that will be used for all pages,Kata kunci umum yang akan digunakan untuk semua halaman
Community,Masyarakat
Company,Perusahaan
Company Details,Detail Perusahaan
Company Email Address,Alamat Email Perusahaan
Company Logo,Logo Perusahaan
Company Name,Nama perusahaan
Company Type,Jenis Perusahaan
Company Website,Situs Web Perusahaan
Compiler Message,Pesan Kompiler
Complete,Lengkap
Complete Sign Up,Selesaikan Pendaftaran
Complete Your Enrollment,Selesaikan Pendaftaran Anda
Complete Your Enrollment - Don't miss out!,Selesaikan Pendaftaran Anda - Jangan sampai ketinggalan!
Complete your profile,Lengkapi profil Anda
Completed,Selesai
Completion Certificate,Sertifikat Penyelesaian
Condition,Kondisi
Condition must be in valid JSON format.,Kondisi harus dalam format JSON yang valid.
Condition must be valid python code.,Syaratnya harus berupa kode python yang valid.
Conduct Evaluation,Melakukan Evaluasi
Conferencing,Konferensi
Conferencing Provider,Penyedia Konferensi
Configuration,Konfigurasi
Confirm,Menegaskan
Confirm Cancellation?,Konfirmasi Pembatalan?
Confirm Enrollment,Konfirmasi Pendaftaran
Confirm Your Action,Konfirmasikan Tindakan Anda
Confirm clearing demo data?,Konfirmasikan penghapusan data demo?
Confirm your action to delete,Konfirmasikan tindakan Anda untuk menghapus
Confirmation Email Sent,Email Konfirmasi Terkirim
Confirmation Email Template,Templat Email Konfirmasi
Congratulations on getting certified!,"Selamat, Anda telah mendapatkan sertifikasi!"
Contact Us,Hubungi kami
Contact Us Email,Hubungi Kami Email
Contact Us URL,URL Hubungi Kami
Contact the Administrator to enroll for this course,Hubungi Administrator untuk mendaftar kursus ini
Contact the Administrator to enroll for this course.,Hubungi Administrator untuk mendaftar kursus ini.
Content,Isi
Continue Learning,Lanjutkan Belajar
Contract,Kontrak
Corporate Organization,Organisasi Perusahaan
Correct,Benar
Correct Answer,Jawaban yang Benar
Country,Negara
Coupon,Kupon
Coupon Code,Kode Kupon
Coupon Details,Detail Kupon
Coupon created successfully,Kupon berhasil dibuat
Coupon deleted successfully,Kupon berhasil dihapus
Coupon(s) deleted successfully,Kupon berhasil dihapus
Course,Kursus
Course Chapter,Bab Kursus
Course Completed,Kursus Selesai
Course Completions,Penyelesaian Kursus
Course Count,Jumlah Kursus
Course Data,Data Kursus
Course Description,Deskripsi Kursus
Course Enrollment,Pendaftaran Kursus
Course Enrollments,Pendaftaran Kursus
Course Evaluator,Penilai Kursus
Course Image,Gambar Kursus
Course Instructor,Instruktur Kursus
Course Lesson,Pelajaran Kursus
Course List,Daftar Kursus
Course Name,Nama Kursus
Course Outline,Garis Besar Kursus
Course Progress,Kemajuan Kursus
Course Progress Summary,Ringkasan Kemajuan Kursus
Course Settings,Pengaturan Kursus
Course Stats,Statistik Kursus
Course Title,Judul Kursus
Course added to batch successfully,Kursus berhasil ditambahkan ke batch
Course already added to program,Kursus sudah ditambahkan ke program
Course created successfully,Kursus berhasil dibuat
Course deleted successfully,Kursus berhasil dihapus
Course or Batch is required to issue a certificate.,Kursus atau Batch diperlukan untuk menerbitkan sertifikat.
Course updated successfully,Kursus berhasil diperbarui
Courses,Kursus
Courses Completed,Kursus Selesai
Courses deleted successfully,Kursus berhasil dihapus
Courses in this Program,Kursus dalam Program ini
Courses must be completed in order. You can only start the next course after completing the previous one.,Kursus harus diselesaikan secara berurutan. Anda hanya dapat memulai kursus berikutnya setelah menyelesaikan kursus sebelumnya.
Cover Image,Gambar Sampul
Create,Buat
Create Certificate,Buat Sertifikat
Create Course,Buat Kursus
Create Lesson,Buat Pelajaran
Create New,Buat New
Create Program,Buat Program
Create Programming Exercise,Buat Latihan Pemrograman
Create a Course,Buat Kursus
Create a Live Class,Buat Kelas Langsung
Create a Quiz,Buat Kuis
Create a batch,Buat kumpulan
Create a course,Buat kursus
Create a live class,Buat kelas langsung
Create a new Badge,Buat Lencana baru
Create an Assignment,Buat Tugas
Create your first batch,Buat batch pertama Anda
Create your first quiz,Buat kuis pertama Anda
Created,Dibuat
Creating a batch,Membuat kumpulan
Creating a course,Membuat kursus
Currency,Mata uang
Current Lesson,Pelajaran Saat Ini
Curriculum,Kurikulum
Custom Certificate Templates,Templat Sertifikat Khusus
Custom HTML,HTML khusus
Custom Script (JavaScript),Skrip Khusus (JavaScript)
Custom Signup Content,Konten Pendaftaran Khusus
Cyan,Cyan
Dashboard,Dasbor
Data Import,Impor data
Date,Tanggal
Date:,Tanggal:
Day,Hari
Dear,Kepada Yth.
Dear ,Sayang
Deduct marks for incorrect answers.,Kurangi nilai untuk jawaban yang salah.
Default Currency,Mata Uang Default
Delete,Hapus
Delete Chapter,Hapus Bab
Delete Course,Hapus Kursus
Delete Program,Hapus Program
Delete this chapter?,Hapus bab ini?
Delete this coupon?,Hapus kupon ini?
Delete this lesson?,Hapus pelajaran ini?
Deleting the course will also delete all its chapters and lessons. Are you sure you want to delete this course?,Menghapus kursus juga akan menghapus semua bab dan pelajarannya. Apakah Anda yakin ingin menghapus kursus ini?
"Deleting these exercises will permanently remove them from the system, along with all associated submissions. This action is irreversible. Are you sure you want to proceed?","Menghapus latihan ini akan menghapus latihan tersebut secara permanen dari sistem, beserta semua kiriman terkait. Tindakan ini tidak dapat diubah. Apakah Anda yakin ingin melanjutkan?"
"Deleting this batch will also delete all its data including enrolled students, linked courses, assessments, feedback and discussions. Are you sure you want to continue?","Menghapus batch ini juga akan menghapus semua datanya termasuk siswa yang terdaftar, kursus terkait, penilaian, umpan balik, dan diskusi. Apakah Anda yakin ingin melanjutkan?"
Deleting this chapter will also delete all its lessons and permanently remove it from the course. This action cannot be undone. Are you sure you want to continue?,Menghapus bab ini juga akan menghapus semua pelajarannya dan menghapusnya secara permanen dari kursus. Tindakan ini tidak dapat dibatalkan. Apakah Anda yakin ingin melanjutkan?
Deleting this lesson will permanently remove it from the course. This action cannot be undone. Are you sure you want to continue?,Menghapus pelajaran ini akan menghapusnya secara permanen dari kursus. Tindakan ini tidak dapat dibatalkan. Apakah Anda yakin ingin melanjutkan?
Demo Data Present,Data Demo Ada
Demo data cleared successfully,Data demo berhasil dihapus
Description,Deskripsi
Desk,Meja
Details,Penjelasan
Details cannot be empty.,Detail tidak boleh kosong.
Disable PWA,Nonaktifkan PWA
Disable Self Learning,Nonaktifkan Pembelajaran Mandiri
Disable Signup,Nonaktifkan Pendaftaran
Disabled,Dinonaktifkan
Discard,Membuang
Discount,Diskon
Discount Amount,Jumlah Diskon
Discount Percentage,Persentase Diskon
Discount Type,Jenis Diskon
Discussions,Diskusi
Display correct answers after each question is attempted.,Tampilkan jawaban yang benar setelah setiap pertanyaan dicoba.
"Do not refresh the page or close this window. If you do, the quiz will be submitted automatically.","Jangan segarkan halaman atau tutup jendela ini. Jika ya, kuis akan dikirimkan secara otomatis."
Document,Dokumen
Document Name,Dokumen Nama
Document Type,Jenis Dokumen
Dream Companies,Perusahaan Impian
Duration,Lamanya
Duration (in minutes),Durasi (dalam menit)
Each user can only receive this badge one time.,Setiap pengguna hanya dapat menerima lencana ini satu kali.
Edit,Sunting
Edit Assignment,Sunting Tugas
Edit Badge,Sunting Lencana
Edit Badge Assignment,Edit Penetapan Lencana
Edit Chapter,Sunting Bab
Edit Coupon,Sunting Kupon
Edit Email Template,Edit Templat Email
Edit Google Meet Account,Edit Akun Google Meet
Edit Lesson,Sunting Pelajaran
Edit Payment Gateway,Edit Gerbang Pembayaran
Edit Profile,Sunting Profil
Edit Program,Sunting Program
Edit Question,Sunting Pertanyaan
Edit Zoom Account,Edit Akun Zoom
Education,Pendidikan
Education Detail,Detil Pendidikan
Education Details,Detail Pendidikan
Email,Surel
Email ID,ID email
Email Sent,Email Terkirim
Email Template created successfully,Template Email berhasil dibuat
Email Template updated successfully,Template Email berhasil diperbarui
Email Templates,Templat Email
Email Templates deleted successfully,Template Email berhasil dihapus
Email is required,Email diperlukan
Email sent successfully,Email berhasil dikirim
Emails,email
Employee,Karyawan
Enable,Memungkinkan
Enable Google API in Google Settings to send calendar invites for evaluations.,Aktifkan Google API di Pengaturan Google untuk mengirim undangan kalender untuk evaluasi.
Enable Negative Marking,Aktifkan Penandaan Negatif
Enable evaluations for batch participants.,Aktifkan evaluasi untuk peserta batch.
Enable this only if you want to upload a SCORM package as a chapter.,Aktifkan ini hanya jika Anda ingin mengunggah paket SCORM sebagai sebuah bab.
Enabled,Diaktifkan
Enabling this will publish the certificate on the certified participants page.,Mengaktifkan ini akan mempublikasikan sertifikat di halaman peserta bersertifikat.
End Date,Tanggal Berakhir
End Date (or expected),Tanggal Berakhir (atau diharapkan)
End Time,Waktu Selesai
Ended,Berakhir
Enforce Course Order,Menegakkan Perintah Kursus
Enroll,Mendaftar
Enroll Now,Daftar Sekarang
Enroll a Student,Daftarkan Siswa
Enrolled,Terdaftar
Enrolled On,Terdaftar Aktif
Enrolled Students,Siswa yang Terdaftar
Enrollment Confirmation Email Template,Templat Email Konfirmasi Pendaftaran
Enrollment Count,Jumlah Pendaftaran
Enrollment from Batch,Pendaftaran dari Batch
Enrollment in this batch is restricted. Please contact the Administrator.,Pendaftaran pada gelombang ini dibatasi. Silakan hubungi Administrator.
Enrollments,Pendaftaran
Enter Client Id and Client Secret in Google Settings to send calendar invites for evaluations.,Masukkan Id Klien dan Rahasia Klien di Pengaturan Google untuk mengirim undangan kalender untuk evaluasi.
Enter a Coupon Code,Masukkan Kode Kupon
Enter a URL,Masukkan URL
Enter email subject,Masukkan subjek email
Enter reply to email,Masukkan balasan ke email
Error Uploading File,Kesalahan Mengunggah File
Error creating Google Meet Account,Terjadi kesalahan saat membuat Akun Google Meet
Error creating Zoom Account,Kesalahan saat membuat Akun Zoom
Error creating badge,Terjadi kesalahan saat membuat lencana
Error creating email template,Terjadi kesalahan saat membuat templat email
Error deleting Google Meet Account,Terjadi error saat menghapus Akun Google Meet
Error deleting badge,Terjadi kesalahan saat menghapus lencana
Error deleting email templates,Terjadi kesalahan saat menghapus templat email
Error deleting payment gateways,Terjadi kesalahan saat menghapus gateway pembayaran
Error updating Google Meet Account,Terjadi error saat memperbarui Akun Google Meet
Error updating Zoom Account,Kesalahan saat memperbarui Akun Zoom
Error updating email template,Terjadi kesalahan saat memperbarui templat email
Evaluation,Evaluasi
Evaluation Details,Detail Evaluasi
Evaluation End Date,Tanggal Berakhir Evaluasi
Evaluation Request,Permintaan Evaluasi
Evaluation cancelled successfully,Evaluasi berhasil dibatalkan
Evaluation end date cannot be less than the batch end date.,Tanggal akhir evaluasi tidak boleh kurang dari tanggal akhir batch.
Evaluation saved successfully,Evaluasi berhasil disimpan
Evaluator,Penilai
Evaluator Name,Nama Penilai
Evaluator Schedule,Jadwal Penilai
Evaluator added successfully,Evaluator berhasil ditambahkan
Evaluator deleted successfully,Evaluator berhasil dihapus
Evaluator is required for paid certificates.,Evaluator diperlukan untuk sertifikat berbayar.
Event,Acara
Example: IST (+5:30),Contoh: IST (+5:30)
Exercise,Latihan
Exercise Title,Judul Latihan
Exercise deleted successfully,Latihan berhasil dihapus
Existing User,Pengguna yang Ada
Expand,Memperluas
Expected Output,Keluaran yang Diharapkan
Expiration Date,Kedaluwarsa
Expires On,Kedaluwarsa Aktif
Expiry Date,Tanggal Kedaluwarsa
Expiry date cannot be in the past,Tanggal kadaluwarsa tidak boleh lewat
Explanation,Penjelasan
Explanation ,Penjelasan
Explore More,Jelajahi Lebih Lanjut
Fail,Gagal
Failed,Gagal
Failed to assign badge,Gagal menetapkan lencana
Failed to create badge assignment: ,Gagal membuat penetapan lencana:
Failed to refresh session,Gagal menyegarkan sesi
Failed to send email,Gagal mengirim email
Failed to update badge assignment: ,Gagal memperbarui penetapan lencana:
Featured,Unggulan
Feedback,Masukan
Feel free to make edits to your submission if needed.,Jangan ragu untuk mengedit kiriman Anda jika diperlukan.
Field To Check,Bidang Untuk Diperiksa
Field of Major/Study,Bidang Jurusan/Studi
File Type,Tipe file
Filter assignments by course,Filter tugas berdasarkan kursus
Filter by Billing Name,Filter berdasarkan Nama Penagihan
Filter by Exercise,Filter berdasarkan Latihan
Filter by Member,Filter berdasarkan Anggota
Filter by Status,Saring berdasarkan Status
First Name,Nama Depan
Fixed 9-5,Memperbaiki 9-5
Fixed Amount,Jumlah Tetap
Fixed Amount Discount,Diskon Jumlah Tetap
Flexible Time,Waktu Fleksibel
Formal Wear,Pakaian Resmi
Frappe Learning,LMS
Free,Bebas
Freelance,Bekerja lepas
Freelancer/Just looking,Freelancer/Hanya melihat
French (e.g. Distinction),Perancis (misalnya Distinction)
Friday,Jumat
From,Dari
From ,Dari 
From Date,Dari Tanggal
Full Name,Nama Lengkap
Full Time,Penuh Waktu
Function,Fungsi
GST Amount,Jumlah GST
GST Number,Nomor GST
GSTIN,GSTIN
Gateway,Gerbang
General,Umum
Generate Certificates,Hasilkan Sertifikat
Generate Google Meet Link,Buat Tautan Google Meet
Get Certificate,Dapatkan Sertifikat
Get Certified,Dapatkan Sertifikasi
Get Started,Memulai
Get the app on your device for easy access & a better experience!,Dapatkan aplikasinya di perangkat Anda untuk akses mudah & pengalaman yang lebih baik!
Get the app on your iPhone for easy access & a better experience,Dapatkan aplikasinya di iPhone Anda untuk akses mudah & pengalaman yang lebih baik
GitHub ID,ID GitHub
Github ID,ID Github
Go,Pergi
Google Calendar,Kalender Google
Google Meet,Google bertemu
Google Meet Account,Akun Google Meet
Google Meet Account created successfully,Akun Google Meet berhasil dibuat
Google Meet Account deleted successfully,Akun Google Meet berhasil dihapus
Google Meet Account updated successfully,Akun Google Meet berhasil diperbarui
Google Meet Link,Tautan Google Meet
Grade,Nilai
Grade Assignment,Penugasan Kelas
Grade Type,Tipe Kelas
Grading,Penilaian
Grant Only Once,Berikan Hanya Sekali
Grant only once,Berikan hanya sekali
Gray,Abu-abu
Green,Hijau
Have an account? Login,Punya akun? Masuk
Headline,Judul
Hello,Halo
Hello Learner,Halo Pelajar
Help,Bantuan
Help others learn something new by creating a course.,Bantu orang lain mempelajari sesuatu yang baru dengan membuat kursus.
Help us improve by providing your feedback.,Bantu kami meningkatkan dengan memberikan masukan Anda.
Help us understand your needs,Bantu kami memahami kebutuhan Anda
Here are the details:,Berikut rinciannya:
Hey,Hai
"Hey,","Hai,"
Hi,Hai
"Hi,","Hai,"
Hide my Private Information from others,Sembunyikan Informasi Pribadi saya dari orang lain
Highlight,Menyorot
Highlight the course on the homepage.,Sorot kursus di beranda.
Highlight what makes you unique and show your skills.,Soroti apa yang membuat Anda unik dan tunjukkan keahlian Anda.
Highlighted Text,Teks yang Disorot
Hiring,Mempekerjakan
Home,Rumah
Host,Tuan rumah
Hybrid,Hibrida
I am currently working here,Saat ini saya sedang bekerja di sini
I am unavailable,Saya tidak bisa hadir
I consent to my personal information being stored for invoicing,Saya menyetujui informasi pribadi saya disimpan untuk pembuatan faktur
ID,PENGENAL
Icon,Ikon
Identify User Category,Identifikasi Kategori Pengguna
"If enabled, the lesson will also be accessible to users who are not enrolled in the course.","Jika diaktifkan, pelajaran juga akan dapat diakses oleh pengguna yang tidak terdaftar dalam kursus tersebut."
If you are not any more interested to mentor the course,Jika Anda tidak lagi tertarik untuk membimbing kursus tersebut
"If you fail to do so, the quiz will be automatically submitted when the timer ends.","Jika Anda gagal melakukannya, kuis akan dikirimkan secara otomatis saat penghitung waktu berakhir."
"If you have any questions or need assistance, feel free to reach out to our support team.","Jika Anda memiliki pertanyaan atau memerlukan bantuan, jangan ragu untuk menghubungi tim dukungan kami."
"If you have any questions or require assistance, feel free to contact us.","Jika Anda memiliki pertanyaan atau memerlukan bantuan, jangan ragu untuk menghubungi kami."
"If you set an amount here, then the USD equivalent setting will not get applied.","Jika Anda menetapkan jumlah di sini, maka pengaturan setara USD tidak akan diterapkan."
If you want open ended questions then make sure each question in the quiz is of open ended type.,Jika Anda menginginkan pertanyaan terbuka maka pastikan setiap pertanyaan dalam kuis berjenis terbuka.
Image,Gambar
Image search powered by,Pencarian gambar didukung oleh
Image: Corrupted Data Stream,Gambar: Aliran Data Rusak
Import,Impor
Import Batch,Impor Batch
